fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-06 13:38:18,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
saforem2/awesome-stars,,24,2021-08-08 22:32:16,2026-09-06 13:01:13,https://github.com/saforem2/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
enhansome/enhansome-network-analysis,,0,2026-08-12 13:21:25,2026-09-06 13:00:24,https://github.com/enhansome/enhansome-network-analysis,,
enhansome/enhansome-ai-for-science,,0,2026-08-12 14:18:48,2026-09-06 12:22:10,https://github.com/enhansome/enhansome-ai-for-science,,
exopoiesis/arxiv-radar-chemistry,Python,1,2026-05-03 22:55:49,2026-09-06 11:37:01,https://github.com/exopoiesis/arxiv-radar-chemistry,"Daily-curated chemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选化学相关论文，包含摘要、规范标签和生成的页面视图。
exopoiesis/arxiv-radar-polymer,Python,0,2026-05-04 03:29:07,2026-09-06 10:39:19,https://github.com/exopoiesis/arxiv-radar-polymer,"Daily-curated polymer-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选聚合物相关论文，包含摘要、规范标签和生成的页面视图。
AI-in-Transportation-Lab/awesome-mechanistic-interpretability,JavaScript,153,2025-06-12 01:06:59,2026-09-06 10:29:07,https://github.com/AI-in-Transportation-Lab/awesome-mechanistic-interpretability,"A carefully curated collection of high-quality libraries, projects, tutorials, research papers, and other essential resources focused on Mechanistic Interpretability, a growing subfield in machine learning interpretability research that aims to reverse-engineer neural networks into understandable computational components.",精心策划的高质量库、项目、教程、研究论文和其他重要资源的集合，重点关注机械可解释性，这是机器学习可解释性研究中不断发展的子领域，旨在将神经网络逆向工程为可理解的计算组件。
iszhanjiawei/flow_matching_arxiv_daily,Python,106,2025-07-08 18:20:28,2026-09-06 10:05:01,https://github.com/iszhanjiawei/flow_matching_arxiv_daily,,
utensil/awesome-stars,,34,2019-02-21 20:56:56,2026-09-06 09:35:28,https://github.com/utensil/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
imteekay/machine-learning-research,Jupyter Notebook,456,2017-12-31 05:32:23,2026-09-06 09:24:27,https://github.com/imteekay/machine-learning-research,✨ AI/ML Research,✨ 人工智能/机器学习研究
enhansome/enhansome-agi-cocosci,,0,2026-08-12 16:10:58,2026-09-06 08:09:44,https://github.com/enhansome/enhansome-agi-cocosci,,
Beliavsky/Fortran-code-on-GitHub,,388,2021-06-13 20:27:11,2026-09-06 07:31:39,https://github.com/Beliavsky/Fortran-code-on-GitHub,"Directory of Fortran codes on GitHub, arranged by topic",GitHub 上的 Fortran 代码目录，按主题排列
asimfish/awesome_Schrodinger_Bridge,Python,0,2026-09-02 22:59:20,2026-09-06 06:53:15,https://github.com/asimfish/awesome_Schrodinger_Bridge,"Awesome Schrödinger Bridge: papers, code, tutorials, Chinese deep-dive reports & layout-preserving translations (diffusion SB, bridge matching, adjoint/SOC samplers, sim2real)",很棒的薛定谔桥：论文、代码、教程、中文深度报告和布局保留翻译（扩散 SB、桥匹配、伴随/SOC 采样器、sim2real）
zhanxw/Literature,Python,0,2026-02-06 14:35:19,2026-09-06 06:30:44,https://github.com/zhanxw/Literature,,
mdbabumiamssm/AI-Agentic-Skills-by-Dr.-Mia,Jupyter Notebook,6,2026-02-15 11:07:33,2026-09-05 22:11:14,https://github.com/mdbabumiamssm/AI-Agentic-Skills-by-Dr.-Mia,,
natemurthy/world-models,,5,2026-08-09 15:32:20,2026-09-05 21:49:27,https://github.com/natemurthy/world-models,A public study and examination of world models in applied AI research engineering,对应用人工智能研究工程中的世界模型的公开研究和检验
tobias-weiss-ai-xr/quantum-computing-research,Python,0,2026-08-20 13:29:21,2026-09-05 19:51:45,https://github.com/tobias-weiss-ai-xr/quantum-computing-research,,
tobias-weiss-ai-xr/writing-research,Python,0,2026-09-03 15:37:37,2026-09-05 19:51:10,https://github.com/tobias-weiss-ai-xr/writing-research,,
tobias-weiss-ai-xr/software-development-research,TeX,1,2026-08-20 05:10:22,2026-09-05 19:50:44,https://github.com/tobias-weiss-ai-xr/software-development-research,,
engineer-work/engineer-work,,0,2026-04-07 11:15:06,2026-09-05 11:31:07,https://github.com/engineer-work/engineer-work,,
JuneYaooo/awesome-medical-ai,,18,2026-03-22 21:10:23,2026-09-05 10:32:12,https://github.com/JuneYaooo/awesome-medical-ai,"A curated list of open-source medical and healthcare AI projects - LLMs, imaging, multi-agent systems, clinical software",开源医疗和保健人工智能项目精选列表 - 法学硕士、成像、多代理系统、临床软件
Dhaya-coder-ind/Awesome-AI-Agents-for-Healthcare,,0,2026-09-05 10:08:16,2026-09-05 10:15:22,https://github.com/Dhaya-coder-ind/Awesome-AI-Agents-for-Healthcare,"AI-powered healthcare platform featuring intelligent agents for patient assistance, medical information support, healthcare workflow automation, and personalized assistance.",由人工智能驱动的医疗保健平台，具有用于患者协助、医疗信息支持、医疗保健工作流程自动化和个性化帮助的智能代理。
bougui505/misc,Python,3,2021-05-10 21:40:03,2026-09-05 03:30:48,https://github.com/bougui505/misc,,
FengxianJi/The-Library-of-AI-Scientist,Python,16,2026-02-07 18:57:18,2026-09-04 20:19:08,https://github.com/FengxianJi/The-Library-of-AI-Scientist,"Over the next month, we will implement the comprehensive paper retrieval and organization system to make this AI-Scientist agent project more concrete.",下个月，我们将实施全面的论文检索和组织系统，使这个AI-Scientist代理项目更加具体。
Davimity/WISDOM,Python,0,2026-07-16 06:47:14,2026-09-04 18:07:49,https://github.com/Davimity/WISDOM,"Weakly supervised, graph-Informed Surface-field Discovery and Organization of Molecular phenomena",弱监督、图形信息的表面场发现和分子现象的组织
vhasili/scientific-agent-skills,Python,0,2026-09-04 00:20:15,2026-09-04 00:21:16,https://github.com/vhasili/scientific-agent-skills,,
rajeshgangireddy/awesome-digital-biology,Python,2,2026-08-10 20:48:30,2026-09-05 17:44:45,https://github.com/rajeshgangireddy/awesome-digital-biology,"A curated, actively-updated list of AI/deep-learning papers, libraries, etc for digital biology: protein folding, binder & antibody design, molecular generation, genomics & single-cell foundation models, datasets, and tools.",用于数字生物学的人工智能/深度学习论文、库等的精选、主动更新列表：蛋白质折叠、粘合剂和抗体设计、分子生成、基因组学和单细胞基础模型、数据集和工具。
K-Dense-AI/scientific-agent-skills,Python,43284,2025-10-20 04:54:15,2026-09-03 00:25:37,https://github.com/K-Dense-AI/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.","将任何人工智能代理变成人工智能科学家。排名第一的科学代理技能库，全球有 190,000 多名科学家使用。 165 种经过验证的现成技能以及 100 多个涵盖生物学、化学、医学和药物发现的科学数据库。与 Cursor、Claude Code、Codex、Pi、Antigravity 和开放代理技能标准兼容。"
bijanshdevops/scientific-agent-skills,Python,0,2026-08-31 09:23:52,2026-09-02 09:06:34,https://github.com/bijanshdevops/scientific-agent-skills,,
ericrenone/SFT-Schur-Fisher-Topological-Framework,,1,2026-09-02 04:09:06,2026-09-02 04:11:20,https://github.com/ericrenone/SFT-Schur-Fisher-Topological-Framework,Rank-Adaptive Information Dynamics via Low-Rank Matrix Perturbation,通过低秩矩阵扰动的秩自适应信息动力学
ericrenone/STRATA-Selective-Transport-via-Relativistic-Architectural-Topological-Arrangements,,1,2026-09-02 01:58:18,2026-09-02 01:59:55,https://github.com/ericrenone/STRATA-Selective-Transport-via-Relativistic-Architectural-Topological-Arrangements,"A Unified Framework Connecting Mercury Physics, Biological Adaptation, and Molecular Selectivity",连接汞物理、生物适应和分子选择性的统一框架
seandavi/awesome-single-cell,,3849,2016-06-29 23:41:50,2026-09-01 12:50:04,https://github.com/seandavi/awesome-single-cell,"Community-curated list of software packages and data resources for single-cell, including RNA-seq, ATAC-seq, etc.",社区精选的单细胞软件包和数据资源列表，包括 RNA-seq、ATAC-seq 等。
Landau1994/awesome_AIVC,PowerShell,1,2026-01-16 19:20:52,2026-09-01 09:33:31,https://github.com/Landau1994/awesome_AIVC,,
zeleny-ondrej/STNN-Weekly-Arxiv,Python,20,2024-04-23 19:22:58,2026-09-01 08:54:38,https://github.com/zeleny-ondrej/STNN-Weekly-Arxiv,Scraping repository of the most relevant topics with regards to Spatio-Temporal Neural Networks available in the arXiv archive. The repository and workflow is based on https://github.com/SpikingChen/SNN-Daily-Arxiv.,抓取 arXiv 档案中与时空神经网络最相关的主题的存储库。存储库和工作流程基于 https://github.com/SpikingChen/SNN-Daily-Arxiv。
fgonzales11/scientific-agent-skills,Python,0,2026-09-01 04:56:55,2026-09-01 07:02:22,https://github.com/fgonzales11/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.","将任何人工智能代理变成人工智能科学家。排名第一的科学代理技能库，全球有 190,000 多名科学家使用。 165 种经过验证的现成技能以及 100 多个涵盖生物学、化学、医学和药物发现的科学数据库。与 Cursor、Claude Code、Codex、Pi、Antigravity 和开放代理技能标准兼容。"
inoue0426/awesome-computational-biology,Python,156,2022-02-16 07:46:16,2026-09-01 02:12:58,https://github.com/inoue0426/awesome-computational-biology,Awesome list of computational biology.,很棒的计算生物学列表。
eerstar/LLM-Agent-paper-daily,Python,0,2026-02-16 00:43:31,2026-09-01 00:45:30,https://github.com/eerstar/LLM-Agent-paper-daily,,
theneao/CV-SAR-Seg-arxiv-daily,Python,4,2023-06-02 21:04:55,2026-09-01 00:17:18,https://github.com/theneao/CV-SAR-Seg-arxiv-daily,CV领域 个人关注方向 每日arxiv文章更新,[translate failed]
cnlinxi/LLM-paper-daily,Python,10,2024-12-06 22:47:02,2026-09-01 00:14:28,https://github.com/cnlinxi/LLM-paper-daily,Automatically Update LLM Papers Daily using Github Actions. Ref: https://github.com/Vincentqyw/cv-arxiv-daily,使用 Github Actions 每日自动更新 LLM 论文。参考：https://github.com/Vincentqyw/cv-arxiv-daily
cmivqa/ro-arxiv-daily,Python,1,2024-09-18 17:38:27,2026-09-01 00:10:30,https://github.com/cmivqa/ro-arxiv-daily,Automatically Update Arxiv Papers Daily using Github Actions (Update Every 8th hours),使用 Github Actions 每天自动更新 Arxiv 论文（每 8 小时更新一次）
DZRRRRRR/my_arxiv_daily,Python,2,2023-12-18 16:52:43,2026-09-01 00:09:37,https://github.com/DZRRRRRR/my_arxiv_daily,,
Xuchen-Li/cv-arxiv-daily,Python,48,2024-02-07 09:44:07,2026-09-01 00:08:00,https://github.com/Xuchen-Li/cv-arxiv-daily,"Automatically update arXiv papers about SOT & VLT,  Multi-modal Learning, LLM and Video Understanding using Github Actions.",使用 Github Actions 自动更新有关 SOT 和 VLT、多模式学习、LLM 和视频理解的 arXiv 论文。
YuzeHao2023/daily-arxiv-ai4cheme,Python,14,2026-01-19 15:43:07,2026-09-01 00:00:54,https://github.com/YuzeHao2023/daily-arxiv-ai4cheme,🎓Automatically Update AI4Chemical-Engineering Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Chemical-Engineering 论文
YuzeHao2023/daily-arxiv-ai4bio,Python,19,2026-01-18 21:21:37,2026-08-31 23:58:59,https://github.com/YuzeHao2023/daily-arxiv-ai4bio,🎓Automatically Update AI4Bio Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Bio 论文
YuzeHao2023/daily-arxiv-ai4polymer,Python,5,2026-01-19 18:42:17,2026-08-31 23:55:00,https://github.com/YuzeHao2023/daily-arxiv-ai4polymer,🎓Automatically Update AI4Polymer Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Polymer 论文
XuzhaoLi/ro-arxiv-daily,Python,36,2024-02-11 10:20:28,2026-08-31 23:54:56,https://github.com/XuzhaoLi/ro-arxiv-daily,"Automatically Update Arxiv Papers about Path Planning, LLM and Autonomous Driving using Github Actions since 2024.2.",自 2024.2 起使用 Github Actions 自动更新关于路径规划、LLM 和自动驾驶的 Arxiv 论文。
YuzeHao2023/daily-arxiv-ai4chem,Python,30,2026-01-18 14:29:07,2026-08-31 23:52:21,https://github.com/YuzeHao2023/daily-arxiv-ai4chem,🎓Automatically Update AI4Chem Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Chem 论文
Rook1echen/arxiv-daily,Python,0,2023-03-24 17:45:08,2026-08-31 23:52:10,https://github.com/Rook1echen/arxiv-daily,每日爬取,[translate failed]
YuzeHao2023/daily-arxiv-ai4economy,Python,5,2026-01-21 21:14:02,2026-08-31 23:50:22,https://github.com/YuzeHao2023/daily-arxiv-ai4economy,🎓Automatically Update AI4Economy Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Economy 论文
Lyz103/LLM-Agent-Paper-daily,Python,20,2024-08-27 16:15:19,2026-08-31 23:48:51,https://github.com/Lyz103/LLM-Agent-Paper-daily,Automatically Update LLM-Agent Papers Daily using Github Actions (Update Every 12th hours),使用 Github Actions 每天自动更新 LLM-Agent 论文（每 12 小时更新一次）
jiangnan030-del/ai-arxiv-daily,Python,0,2026-03-20 21:06:42,2026-08-31 23:47:39,https://github.com/jiangnan030-del/ai-arxiv-daily,"Auto-track AI/LLM papers daily from arXiv - Large Language Model, AI Agent, RAG, Prompt Engineering, RLHF, Multimodal, Code Generation, Fine-tuning",每天自动跟踪来自 arXiv 的 AI/LLM 论文 - 大型语言模型、AI Agent、RAG、Prompt Engineering、RLHF、Multimodal、代码生成、微调
YuzeHao2023/daily-arxiv-ai4geo,Python,4,2026-01-21 20:31:22,2026-08-31 23:41:10,https://github.com/YuzeHao2023/daily-arxiv-ai4geo,🎓Automatically Update AI4Geo Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Geo 论文
YuzeHao2023/daily-arxiv-ai4physics,Python,15,2026-01-19 15:13:32,2026-08-31 23:33:44,https://github.com/YuzeHao2023/daily-arxiv-ai4physics,🎓Automatically Update AI4Physics Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Physics 论文
VicFisher/awesome_biomolecule_modelling,,1,2026-08-31 21:46:40,2026-08-31 22:04:06,https://github.com/VicFisher/awesome_biomolecule_modelling,Awesome Biomolecule Modelling,很棒的生物分子建模
Tyche-MKR/scientific-agent-skills,Python,99,2026-08-31 18:54:19,2026-08-31 19:30:18,https://github.com/Tyche-MKR/scientific-agent-skills,"Turn any AI agent into an AI Scientist. The #1 Agent Skills library for science, used by 190,000+ scientists worldwide. 165 ready-to-use validated skills plus 100+ scientific databases covering biology, chemistry, medicine, and drug discovery. Compatible with Cursor, Claude Code, Codex, Pi, Antigravity, and the open Agent Skills standard.","将任何人工智能代理变成人工智能科学家。排名第一的科学代理技能库，全球有 190,000 多名科学家使用。 165 种经过验证的现成技能以及 100 多个涵盖生物学、化学、医学和药物发现的科学数据库。与 Cursor、Claude Code、Codex、Pi、Antigravity 和开放代理技能标准兼容。"
onlynemo2007/scientific-agent-skills,Python,0,2026-08-31 15:47:52,2026-08-31 15:49:59,https://github.com/onlynemo2007/scientific-agent-skills,,
sicnlee/agent-skills,Python,0,2026-08-31 07:14:20,2026-08-31 09:39:13,https://github.com/sicnlee/agent-skills,,
