fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,0,2026-08-12 15:01:45,2026-09-07 03:12:21,https://github.com/enhansome/enhansome-Awesome-Out-Of-Distribution-Detection,,
enhansome/enhansome-conformal-prediction,,0,2026-08-12 14:47:49,2026-09-07 03:09:34,https://github.com/enhansome/enhansome-conformal-prediction,,
AlgoArtee/synthviewtopy,TypeScript,0,2026-07-13 16:23:22,2026-09-07 02:55:45,https://github.com/AlgoArtee/synthviewtopy,My Dream Laboratory Island,我的梦想实验室岛
alfonsosaera/bioinformatics_tools,,1,2026-06-27 21:26:38,2026-09-07 02:44:07,https://github.com/alfonsosaera/bioinformatics_tools,,
enhansome/enhansome-deep-phenomena,,0,2026-08-12 16:08:00,2026-09-07 02:37:55,https://github.com/enhansome/enhansome-deep-phenomena,,
Jawad-Alharake/OncoMatch-AI,Python,1,2026-09-07 02:19:55,2026-09-07 02:33:37,https://github.com/Jawad-Alharake/OncoMatch-AI,"An end-to-end translational bioinformatics platform bridging quantitative mass spectrometry proteomics with precision oncology. Features paired intra-patient delta analysis of CPTAC LUAD data, XGBoost biomarker discovery, and an offline, evidence-grounded Llama 3.2 RAG Molecular Tumor Board copilot.",一个端到端的转化生物信息学平台，将定量质谱蛋白质组学与精准肿瘤学联系起来。具有 CPTAC LUAD 数据的配对患者内部增量分析、XGBoost 生物标志物发现以及离线、循证的 Llama 3.2 RAG 分子肿瘤委员会副驾驶。
zeaoji/MyDailyArXiv,Python,2,2026-03-23 09:55:39,2026-09-07 02:26:18,https://github.com/zeaoji/MyDailyArXiv,,
zachysun/DailyArXiv,Python,7,2024-05-26 21:37:57,2026-09-07 02:13:43,https://github.com/zachysun/DailyArXiv,Get arXiv papers everyday (Add Cool Paper for AI summary),每天获取 arXiv 论文（为 AI 摘要添加 Cool Paper）
enhansome/enhansome-Awesome-Diffusion-Models,,0,2026-08-12 12:46:41,2026-09-07 01:40:48,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models,,
MVinayak-Vikash/Smart-Pantry-Management-System,Python,0,2026-09-06 18:48:13,2026-09-07 01:25:56,https://github.com/MVinayak-Vikash/Smart-Pantry-Management-System,"AI-powered Smart Pantry Management System that monitors food inventory, tracks consumption patterns, predicts stock depletion, evaluates dietary habits, identifies excessive or insufficient intake, provides intelligent alerts, and recommends suitable recipes based on available ingredients and individual dietary patterns.",由人工智能驱动的智能食品储藏室管理系统，可监控食品库存、跟踪消费模式、预测库存消耗、评估饮食习惯、识别摄入过多或不足、提供智能警报，并根据可用成分和个人饮食模式推荐合适的食谱。
enhansome/enhansome-top-pharma50,,0,2026-08-12 18:06:36,2026-09-07 01:12:42,https://github.com/enhansome/enhansome-top-pharma50,,
enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,0,2026-08-12 14:06:18,2026-09-07 01:01:26,https://github.com/enhansome/enhansome-Awesome-Diffusion-Models-in-Medical-Imaging,,
MaybeBio/Daily-ArXiv-AI4Bio,Python,0,2026-09-01 10:21:00,2026-09-07 01:01:14,https://github.com/MaybeBio/Daily-ArXiv-AI4Bio,,
AndrejRumenovski/percolator-rs,Rust,0,2026-08-13 04:06:52,2026-09-07 00:43:12,https://github.com/AndrejRumenovski/percolator-rs,"A high-performance Rust reimplementation of Percolator for computational proteomics. Uses semi-supervised SVM training, cross-validation, and target-decoy FDR estimation for fast, memory-efficient PSM rescoring. Designed for scalable mass spectrometry workflows with reproducible results and up to 24× faster performance than C++.",用于计算蛋白质组学的 Percolator 的高性能 Rust 重新实现。使用半监督 SVM 训练、交叉验证和目标诱饵 FDR 估计来实现快速、内存高效的 PSM 重新评分。专为可扩展的质谱工作流程而设计，具有可重复的结果，并且性能比 C++ 快 24 倍。
Yuanhang2024/RDpepper,Python,0,2026-09-06 22:57:49,2026-09-07 00:21:40,https://github.com/Yuanhang2024/RDpepper,Evidence-graded cyclic-peptide reconstruction and traceable MOL2 preparation,循证分级的环肽重建和可追溯的 MOL2 制备
vivarium-collective/v2ecoli,HTML,3,2026-04-05 07:11:52,2026-09-07 02:45:00,https://github.com/vivarium-collective/v2ecoli,Whole-cell E. coli model in Vivarium 2,Vivarium 2 中的全细胞大肠杆菌模型
Dishant707/molens,TypeScript,0,2026-09-06 23:45:05,2026-09-06 23:45:09,https://github.com/Dishant707/molens,,
InsomaniacElf/sg-tamil-tts-resources-,,1,2026-05-26 11:12:53,2026-09-06 23:22:50,https://github.com/InsomaniacElf/sg-tamil-tts-resources-,"A curated, searchable list of datasets, models, research papers, and tools for building Text‑to‑Speech systems for Singapore Tamil and related low‑resource varieties.",用于为新加坡泰米尔语和相关低资源品种构建文本转语音系统的数据集、模型、研究论文和工具的精选、可搜索列表。
fregu856/papers,,417,2018-09-20 14:44:49,2026-09-06 23:14:41,https://github.com/fregu856/papers,"I categorize, annotate and write comments for all research papers I read (550+ papers since 2018).",我对我阅读的所有研究论文（自 2018 年以来超过 550 篇论文）进行分类、注释和撰写评论。
rchain-community/quantum-logical-framework,Lean,11,2026-03-25 01:16:28,2026-09-06 23:12:20,https://github.com/rchain-community/quantum-logical-framework,quantum genesis constructive possibilist quantum logical synthesis,量子发生 建设性可能论 量子逻辑综合
Jianqiuer/Awesome6DPoseEstimation,Python,320,2023-02-21 16:18:39,2026-09-06 23:06:48,https://github.com/Jianqiuer/Awesome6DPoseEstimation,,
Tommaso-R-Marena/AutoEvolve-ProteinFold,Python,0,2026-03-01 16:01:46,2026-09-06 23:06:16,https://github.com/Tommaso-R-Marena/AutoEvolve-ProteinFold,"Self-improving protein folding model with automated training, evolutionary architecture search, and continuous weight optimization via GitHub Actions and Colab integration",通过 GitHub Actions 和 Colab 集成，通过自动化训练、进化架构搜索和持续权重优化来自我改进蛋白质折叠模型
yqhuang722/DailyArxiv,Python,8,2025-01-23 11:16:18,2026-09-06 23:05:26,https://github.com/yqhuang722/DailyArxiv,"A bot that automatically fetches the latest articles from Arxiv, helping users stay updated with new research papers based on customizable keywords or categories. Ideal for researchers and academics tracking cutting-edge developments.",一个自动从 Arxiv 获取最新文章的机器人，帮助用户根据可自定义的关键字或类别随时了解新的研究论文。非常适合跟踪前沿发展的研究人员和学者。
Protein-Engineering-Framework/PyPEF,Python,26,2021-05-11 18:04:32,2026-09-06 22:53:28,https://github.com/Protein-Engineering-Framework/PyPEF,PyPEF – Pythonic Protein Engineering Framework,PyPEF – Pythonic 蛋白质工程框架
niklases/PyPEF,Python,16,2020-10-06 22:55:34,2026-09-07 00:02:17,https://github.com/niklases/PyPEF,PyPEF – Pythonic Protein Engineering Framework,PyPEF – Pythonic 蛋白质工程框架
enhansome/enhansome-Awesome-FL,,0,2026-08-12 14:10:23,2026-09-06 22:11:50,https://github.com/enhansome/enhansome-Awesome-FL,,
bansky-cl/graphrag-arxiv-daily-paper,Python,41,2026-01-13 16:05:48,2026-09-06 20:04:55,https://github.com/bansky-cl/graphrag-arxiv-daily-paper,,
Cosmos-Logic-Institute-CLI/Infinite-Virtual,,2,2026-01-27 05:50:34,2026-09-06 19:59:22,https://github.com/Cosmos-Logic-Institute-CLI/Infinite-Virtual,Boundaries between virtual and reality are non-existent,虚拟与现实之间不存在界限
GuangtaoLyu/awesome-hallucination-atlas,Python,2,2026-07-29 11:50:39,2026-09-06 19:55:29,https://github.com/GuangtaoLyu/awesome-hallucination-atlas,"A curated atlas of hallucination research across LLM/VLM/MLLM — papers, benchmarks & surveys on embodied AI, agents, RAG, reasoning, and training-free methods.",跨 LLM/VLM/MLLM 的幻觉研究精选图集——关于具体人工智能、代理、RAG、推理和免训练方法的论文、基准和调查。
liu-yi-xuan/arxiv-agent-science-of-science,Python,2,2026-03-22 04:16:41,2026-09-06 19:52:02,https://github.com/liu-yi-xuan/arxiv-agent-science-of-science,This repo is of weekly updates of Arxiv papers that involves intersections of Agent and Science of Science,该存储库每周更新 Arxiv 论文，涉及 Agent 和 Science of Science 的交叉点
enhansome/enhansome-computational-biology,,0,2026-08-12 17:15:25,2026-09-06 19:39:17,https://github.com/enhansome/enhansome-computational-biology,,
kiyan-rezaee/language-vs-structure,TeX,1,2026-09-01 12:05:42,2026-09-06 19:15:24,https://github.com/kiyan-rezaee/language-vs-structure,"A structured, multi-stream review of 186 papers (2016–2026) across nine modalities, asking whether large language models actually acquire and compute the structural inductive biases that tabular, graph, time-series, vision, and other specialized architectures were built to encode — or whether they only look like they do.",对 9 种模式的 186 篇论文（2016 年至 2026 年）进行了结构化、多流审查，询问大型语言模型是否真正获取和计算表格、图形、时间序列、视觉和其他专门架构用于编码的结构归纳偏差，或者它们是否只是看起来像它们那样。
enhansome/enhansome-jax,,0,2026-08-12 14:05:30,2026-09-06 18:55:41,https://github.com/enhansome/enhansome-jax,,
benjaminzwhite/reasoning-models,,30,2024-12-24 06:24:53,2026-09-06 18:23:40,https://github.com/benjaminzwhite/reasoning-models,"Experiments with reasoning models, training techniques, papers",推理模型、训练技术、论文的实验
Agrolinking-Solutions/Agrolinking-Intelligence,Python,0,2026-05-21 15:04:53,2026-09-06 18:12:38,https://github.com/Agrolinking-Solutions/Agrolinking-Intelligence,,
lucp12891/MosaiClusteR,R,2,2026-07-04 03:14:33,2026-09-06 18:02:25,https://github.com/lucp12891/MosaiClusteR,R package for integrative clustering and benchmarking of multi-omics and multi-source datasets.,用于多组学和多源数据集的综合聚类和基准测试的 R 包。
mvanhorn/printing-press-library,Go,1989,2026-03-28 08:11:49,2026-09-06 17:16:43,https://github.com/mvanhorn/printing-press-library,"Official library of CLIs generated by the CLI Printing Press. Endorsed, tested, and community-contributed.",由 CLI Printing Press 生成的 CLI 官方库。经过认可、测试并由社区贡献。
LeBonhommePharma/FlexAIDdS,C++,11,2025-08-25 14:12:44,2026-09-06 16:41:54,https://github.com/LeBonhommePharma/FlexAIDdS,"Modernized Flexible Artificial Intelligence Docking (FlexAID) fully flexible, in C++26 with python bindings. Updated NRGsuite, the PyMOL plugin GUI. Fast, Flexible and Free... and it ain't GROMACS 😹😻✨",现代化灵活人工智能对接 (FlexAID) 完全灵活，采用 C++26 语言，具有 Python 绑定。更新了 NRGsuite，PyMOL 插件 GUI。快速、灵活且免费...而且它不是 GROMACS 😹😻✨
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-09-06 16:35:46,https://github.com/enhansome/enhansome-structural-bioinformatics,,
Devanik21/Artificial-Intelligence-ecosystem,Python,4,2026-02-11 11:56:48,2026-09-06 16:27:35,https://github.com/Devanik21/Artificial-Intelligence-ecosystem,"Structured ecosystem of 190+ AI systems spanning foundation models, agentic reasoning, reinforcement learning, generative architectures, scientific ML, and self-evolving neural systems. A research-driven lab exploring scalable intelligence.",由 190 多个人工智能系统组成的结构化生态系统，涵盖基础模型、代理推理、强化学习、生成架构、科学机器学习和自我进化神经系统。一个研究驱动的实验室，探索可扩展的智能。
guozhihuan01-hash/embodied-nav-papers,Python,2,2025-12-21 17:34:45,2026-09-06 16:27:05,https://github.com/guozhihuan01-hash/embodied-nav-papers,Auto-updated list of embodied navigation papers from arXiv (2024–Now),自动更新的 arXiv 体现导航论文列表（2024 年至今）
AspirinCode/awesome-AI4MolConformation-MD,,307,2024-04-10 13:19:13,2026-09-06 16:00:09,https://github.com/AspirinCode/awesome-AI4MolConformation-MD,"List of molecules (small molecules, RNA, peptide, protein, enzymes, antibody,  and PPIs)  conformations and molecular dynamics (force fields) using generative artificial intelligence and deep learning",使用生成人工智能和深度学习的分子（小分子、RNA、肽、蛋白质、酶、抗体和 PPI）构象和分子动力学（力场）列表
enhansome/enhansome-agentic-world-modeling,,0,2026-08-12 16:28:49,2026-09-06 15:57:58,https://github.com/enhansome/enhansome-agentic-world-modeling,,
yenanjing/awesome-ai-for-science,Python,7,2026-03-30 15:03:07,2026-09-06 15:54:39,https://github.com/yenanjing/awesome-ai-for-science,"A curated list of awesome projects using AI to automate scientific research — AI Scientist, autonomous research agents, paper writing, hypothesis generation, and more.",使用人工智能实现科学研究自动化的精彩项目的精选列表——人工智能科学家、自主研究代理、论文写作、假设生成等等。
zhangxincode/Steering-Activation-Paper-Arxiv,Python,0,2026-09-04 16:12:18,2026-09-06 15:40:56,https://github.com/zhangxincode/Steering-Activation-Paper-Arxiv,"A daily arXiv collector for papers about steering activations and internal representations in LLMs, VLMs, diffusion language models, multimodal foundation models, and related language-model systems.",每日 arXiv 收集器，收集有关 LLM、VLM、扩散语言模型、多模态基础模型和相关语言模型系统中的转向激活和内部表示的论文。
cuihuan/awesome-ai-gateway,HTML,103,2026-06-11 20:44:01,2026-09-06 15:11:35,https://github.com/cuihuan/awesome-ai-gateway,"⚡ Awesome AI Gateway — pick an AI gateway from 160+ (LiteLLM, OpenRouter, Portkey, Kong, Higress, new-api, Bifrost) by cost, security & compliance, see what consolidated in 2026, learn how they actually work from an 8-chapter handbook, and verify every number yourself. Reproducible benchmarks, bilingual, updated daily.",⚡ 很棒的 AI 网关 - 根据成本、安全性和合规性从 160 多个（LiteLLM、OpenRouter、Portkey、Kong、Higress、new-api、Bifrost）中选择一个 AI 网关，查看 2026 年合并的内容，从 8 章手册中了解它们的实际工作原理，并亲自验证每个数字。可重复的基准，双语，每日更新。
ai4s-research/awesome-ai-for-science,,1945,2025-10-04 17:32:39,2026-09-06 15:03:02,https://github.com/ai4s-research/awesome-ai-for-science,"A curated list of awesome AI tools, libraries, papers, datasets, and frameworks that accelerate scientific discovery — from physics and chemistry to biology, materials, and beyond.",精选的人工智能工具、库、论文、数据集和框架列表，可加速科学发现——从物理和化学到生物学、材料等。
Tavish9/awesome-daily-AI-arxiv,Python,114,2025-03-26 21:26:14,2026-09-06 15:01:09,https://github.com/Tavish9/awesome-daily-AI-arxiv,🚀 Daily AI Research Digest: Tracking breakthroughs in AI/NLP/CV/Robotics with dynamic updates and paper navigation.,🚀 每日人工智能研究文摘：通过动态更新和论文导航跟踪人工智能/NLP/CV/机器人领域的突破。
enhansome/enhansome-single-cell,,0,2026-08-12 13:24:16,2026-09-06 14:32:23,https://github.com/enhansome/enhansome-single-cell,,
anhdao69/PaperFlow,HTML,0,2026-08-21 04:45:51,2026-09-06 14:13:46,https://github.com/anhdao69/PaperFlow,,
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-09-06 13:39:49,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-06 13:38:18,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
emiljinx-core/emiljinx-core,HTML,1,2026-02-04 23:17:44,2026-09-06 13:29:30,https://github.com/emiljinx-core/emiljinx-core,,
enhansome/enhansome-ai-gateway,,0,2026-08-12 18:05:38,2026-09-06 13:05:04,https://github.com/enhansome/enhansome-ai-gateway,,
saforem2/awesome-stars,,24,2021-08-08 22:32:16,2026-09-06 13:01:13,https://github.com/saforem2/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
DIPTE/awesome-stars,,31,2023-08-31 09:07:36,2026-09-06 13:01:03,https://github.com/DIPTE/awesome-stars,,
liuzhenqi77/awesome-stars,,25,2019-09-26 23:03:52,2026-09-06 12:59:19,https://github.com/liuzhenqi77/awesome-stars,A curated list of my GitHub stars by stargazed,由 stargazed 整理的我的 GitHub 明星列表
enhansome/enhansome-edge-computing,,0,2026-08-12 15:49:39,2026-09-06 12:58:53,https://github.com/enhansome/enhansome-edge-computing,,
asakura42/my-stars,,1,2023-10-03 06:33:54,2026-09-06 12:55:46,https://github.com/asakura42/my-stars,,
Infrasity-Labs/awesome-developer-conferences,Python,127,2026-06-18 18:06:56,2026-09-06 12:34:01,https://github.com/Infrasity-Labs/awesome-developer-conferences,"A daily updated directory of developer, DevRel, cloud native, and platform engineering conferences taking place all over the world, separated by regions. It is an open source repository covering B2B SaaS, DevOps, and API events with dates, formats, and registration links.",每日更新的开发者、DevRel、云原生和平台工程会议目录，这些会议在世界各地按地区举行。它是一个开源存储库，涵盖 B2B SaaS、DevOps 和 API 事件，包含日期、格式和注册链接。
enhansome/enhansome-ai-for-science,,0,2026-08-12 14:18:48,2026-09-06 12:22:10,https://github.com/enhansome/enhansome-ai-for-science,,
Blake-Jiang/ad-arxiv-daily,Python,57,2025-02-22 00:38:02,2026-09-06 12:11:56,https://github.com/Blake-Jiang/ad-arxiv-daily,Daily tracking and organizing the latest arXiv papers in the field of autonomous driving (AD),每日跟踪整理自动驾驶（AD）领域最新的arXiv论文
yibie/awesome-autoresearch,Python,726,2026-03-31 20:49:49,2026-09-06 12:06:01,https://github.com/yibie/awesome-autoresearch,awesome autoresearch list,很棒的自动研究清单
tansugangopadhyay/tansugangopadhyay,,0,2025-11-14 01:53:49,2026-09-06 11:52:44,https://github.com/tansugangopadhyay/tansugangopadhyay,,
exopoiesis/arxiv-radar-chemistry,Python,1,2026-05-03 22:55:49,2026-09-06 11:37:01,https://github.com/exopoiesis/arxiv-radar-chemistry,"Daily-curated chemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选化学相关论文，包含摘要、规范标签和生成的页面视图。
yasumorishima/yasumorishima,Python,0,2025-11-24 16:53:59,2026-09-06 11:36:44,https://github.com/yasumorishima/yasumorishima,"Manufacturing Engineer & Data Analyst. 17 years exp in MFG. Python, VBA, Automation Specialist. （盛島康徳 / Yasunori Morishima）",制造工程师和数据分析师。 17 年制造经验。 Python、VBA、自动化专家。 （盛岛康德/森岛康典）
iszhanjiawei/dubbing-dubber-arxiv-daily,Python,0,2026-02-04 18:29:41,2026-09-06 11:29:33,https://github.com/iszhanjiawei/dubbing-dubber-arxiv-daily,,
Xatta-Trone/awesome-qc,JavaScript,3,2025-02-17 13:15:03,2026-09-06 11:23:39,https://github.com/Xatta-Trone/awesome-qc,"A curated collection of QC (Quantum Computing) resources—libraries, projects, tutorials, papers, and more—for researchers and developers in the field.",为该领域的研究人员和开发人员精心挑选的 QC（量子计算）资源库、项目、教程、论文等。
iszhanjiawei/TTS_arxiv_daily,Python,3,2025-07-29 11:13:56,2026-09-06 11:03:34,https://github.com/iszhanjiawei/TTS_arxiv_daily,,
exopoiesis/arxiv-radar-polymer,Python,0,2026-05-04 03:29:07,2026-09-06 10:39:19,https://github.com/exopoiesis/arxiv-radar-polymer,"Daily-curated polymer-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选聚合物相关论文，包含摘要、规范标签和生成的页面视图。
exopoiesis/arxiv-radar-physics,Python,1,2026-05-06 17:13:35,2026-09-06 10:36:53,https://github.com/exopoiesis/arxiv-radar-physics,"Daily-curated physics-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选物理相关论文，包含摘要、规范标签和生成的页面视图。
AI-in-Transportation-Lab/awesome-mechanistic-interpretability,JavaScript,153,2025-06-12 01:06:59,2026-09-06 10:29:07,https://github.com/AI-in-Transportation-Lab/awesome-mechanistic-interpretability,"A carefully curated collection of high-quality libraries, projects, tutorials, research papers, and other essential resources focused on Mechanistic Interpretability, a growing subfield in machine learning interpretability research that aims to reverse-engineer neural networks into understandable computational components.",精心策划的高质量库、项目、教程、研究论文和其他重要资源的集合，重点关注机械可解释性，这是机器学习可解释性研究中不断发展的子领域，旨在将神经网络逆向工程为可理解的计算组件。
wangqiannudt/nerf-arxiv-daily,Python,211,2023-09-07 08:53:41,2026-09-06 10:28:05,https://github.com/wangqiannudt/nerf-arxiv-daily,daily update NeRF releated paper on arxiv,arxiv 上每日更新 NeRF 相关论文
souravbasakshuvo/souravbasakshuvo,,1,2023-05-23 04:32:52,2026-09-06 10:14:06,https://github.com/souravbasakshuvo/souravbasakshuvo,"GitHub repository serving as my digital CV. Here you can find a showcase of my technical skills, projects, and academic achievements.",GitHub 存储库作为我的数字简历。在这里您可以找到我的技术技能、项目和学术成就的展示。
iszhanjiawei/flow_matching_arxiv_daily,Python,106,2025-07-08 18:20:28,2026-09-06 10:05:01,https://github.com/iszhanjiawei/flow_matching_arxiv_daily,,
dvlan26/daily-arxiv-ai4sensor,Python,2,2026-02-01 09:49:39,2026-09-06 09:38:31,https://github.com/dvlan26/daily-arxiv-ai4sensor,🎓Automatically Update AI4Sensor Papers Daily using Github Actions,🎓使用 Github Actions 每天自动更新 AI4Sensor 论文
utensil/awesome-stars,,34,2019-02-21 20:56:56,2026-09-06 09:35:28,https://github.com/utensil/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
bradleylab/ml-containers,Dockerfile,1,2026-04-04 10:30:18,2026-09-06 09:29:58,https://github.com/bradleylab/ml-containers,Custom ML Docker images for bradleylab research compute,用于 Bradleylab 研究计算的自定义 ML Docker 映像
ZhuYingJessica/cv-daily,Python,47,2024-05-22 10:52:59,2026-09-06 09:26:31,https://github.com/ZhuYingJessica/cv-daily,This is an Arxiv paper collection,这是 Arxiv 论文集
enhansome/enhansome-Awesome-Knowledge-Distillation,,0,2026-08-12 13:46:42,2026-09-06 09:20:17,https://github.com/enhansome/enhansome-Awesome-Knowledge-Distillation,,
enhansome/enhansome-agi-cocosci,,0,2026-08-12 16:10:58,2026-09-06 08:09:44,https://github.com/enhansome/enhansome-agi-cocosci,,
Beliavsky/Fortran-code-on-GitHub,,388,2021-06-13 20:27:11,2026-09-06 07:31:39,https://github.com/Beliavsky/Fortran-code-on-GitHub,"Directory of Fortran codes on GitHub, arranged by topic",GitHub 上的 Fortran 代码目录，按主题排列
martin-steinegger/alphafold2-webgpu,TypeScript,12,2026-08-30 00:22:09,2026-09-06 04:06:20,https://github.com/martin-steinegger/alphafold2-webgpu,,
kritikamanral244/clinical-variant-annotation-pipeline,Python,0,2026-09-06 03:29:48,2026-09-06 03:43:52,https://github.com/kritikamanral244/clinical-variant-annotation-pipeline,,
