fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
api-evangelist/topos-bio,,0,2026-08-02 13:34:45,2026-09-13 05:34:53,https://github.com/api-evangelist/topos-bio,"Topos Bio — independent third-party profile of a public API surface, by API Evangelist. Topos Bio is an AI-native drug discovery company building all-atom foundation models for intrinsically disordered proteins (IDPs) — dynamic, flexible proteins implicated in diseases such as Alzheimer's and prostate cancer.",Topos Bio — 公共 API 界面的独立第三方配置文件，由 API Evangelist 提供。 Topos Bio 是一家人工智能原生药物发现公司，为本质无序蛋白质 (IDP) 构建全原子基础模型，这些蛋白质是与阿尔茨海默病和前列腺癌等疾病有关的动态、灵活的蛋白质。
api-evangelist/peptone,,0,2026-08-01 10:27:11,2026-09-13 05:11:33,https://github.com/api-evangelist/peptone,"Peptone — independent third-party profile of a public API surface, by API Evangelist. Peptone is a computational drug-discovery biotech building a Product Engine that targets intrinsically disordered proteins (IDPs). It couples experimental measurement of disordered proteins in solution with enhanced-sampling simulation and generative machine-learn",Peptone — 公共 API 界面的独立第三方配置文件，由 API Evangelist 提供。 Peptone 是一种计算药物发现生物技术，构建了一个针对本质无序蛋白质 (IDP) 的产品引擎。它将溶液中无序蛋白质的实验测量与增强采样模拟和生成机器学习结合起来
kai9987kai/Bio-Explorer,HTML,0,2025-12-13 20:49:10,2026-09-12 23:48:03,https://github.com/kai9987kai/Bio-Explorer,"BioExplorer Research Lens is a single-file, browser-based protein intelligence dashboard that connects live biological data sources into one interactive research workflow.",BioExplorer Research Lens 是一款基于浏览器的单文件蛋白质智能仪表板，可将实时生物数据源连接到一个交互式研究工作流程中。
Jianqiuer/Awesome6DPoseEstimation,Python,321,2023-02-21 16:18:39,2026-09-12 23:11:24,https://github.com/Jianqiuer/Awesome6DPoseEstimation,,
awictor/foldindex,Python,0,2026-09-12 22:53:10,2026-09-12 22:53:13,https://github.com/awictor/foldindex,"FoldIndex / Uversky intrinsic-disorder prediction from protein sequence (charge-hydropathy). Pure Python, zero deps.",FoldIndex / Uversky 根据蛋白质序列进行内在无序预测（电荷水病）。纯Python，零依赖。
AspirinCode/awesome-AI4MolConformation-MD,,306,2024-04-10 13:19:13,2026-09-12 20:43:56,https://github.com/AspirinCode/awesome-AI4MolConformation-MD,"List of molecules (small molecules, RNA, peptide, protein, enzymes, antibody,  and PPIs)  conformations and molecular dynamics (force fields) using generative artificial intelligence and deep learning",使用生成人工智能和深度学习的分子（小分子、RNA、肽、蛋白质、酶、抗体和 PPI）构象和分子动力学（力场）列表
AspirinCode/papers-for-molecular-design-using-DL,,952,2023-02-28 15:08:10,2026-09-12 20:34:57,https://github.com/AspirinCode/papers-for-molecular-design-using-DL,List of Molecular and Material design using Generative AI and Deep Learning ,使用生成式人工智能和深度学习的分子和材料设计列表
AI4Phys/Awesome-AI-for-Physics,,70,2025-08-01 16:19:12,2026-09-12 16:53:33,https://github.com/AI4Phys/Awesome-AI-for-Physics,"Official implementation for the paper ""Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI""",论文“调整感知、推理、建模和交互：物理人工智能调查”的正式实施
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-09-12 16:34:38,https://github.com/enhansome/enhansome-structural-bioinformatics,,
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-09-12 13:28:56,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
ivanw314/BARD1_SGE_analysis,Jupyter Notebook,0,2025-02-13 05:46:46,2026-09-12 12:39:35,https://github.com/ivanw314/BARD1_SGE_analysis,Data and code to regenerate analyses in the BARD1 SGE publication,BARD1 SGE 出版物中用于重新生成分析的数据和代码
sircalch/borophene-tau-phf6-amyloid-kinetics,Python,0,2026-09-11 12:34:08,2026-09-12 12:20:53,https://github.com/sircalch/borophene-tau-phf6-amyloid-kinetics,Mean-field lattice Hamiltonian + master-equation model of Tau PHF6 amyloid nucleation at 2D borophene interfaces (statistical biophysics),二维硼烯界面处 Tau PHF6 淀粉样蛋白成核的平均场晶格哈密顿量 + 主方程模型（统计生物物理学）
Beliavsky/Fortran-code-on-GitHub,,388,2021-06-13 20:27:11,2026-09-12 07:04:58,https://github.com/Beliavsky/Fortran-code-on-GitHub,"Directory of Fortran codes on GitHub, arranged by topic",GitHub 上的 Fortran 代码目录，按主题排列
CobanAkdemirlab/NMDescapediseasegene_paper,R,1,2025-03-07 05:38:53,2026-09-12 04:14:54,https://github.com/CobanAkdemirlab/NMDescapediseasegene_paper,,
BoHuangLab/CELL-FM,Jupyter Notebook,0,2026-05-07 09:52:20,2026-09-12 03:28:04,https://github.com/BoHuangLab/CELL-FM,,
spacenship/newDailyArxiv,Python,0,2026-05-08 13:17:08,2026-09-12 03:14:37,https://github.com/spacenship/newDailyArxiv,daily paper from Arxiv,来自 Arxiv 的日报
zeaoji/MyDailyArXiv,Python,2,2026-03-23 09:55:39,2026-09-12 03:12:18,https://github.com/zeaoji/MyDailyArXiv,,
KentoNishi/awesome-all-you-need-papers,Python,160,2021-06-10 11:29:42,2026-09-11 23:10:34,https://github.com/KentoNishi/awesome-all-you-need-papers,"A list of all ""all you need"" papers. Updated daily using the arXiv API.",所有“您需要的”论文的列表。使用 arXiv API 每日更新。
HolobiomicsLab/Magnolia-AI,Python,0,2026-06-15 15:58:59,2026-09-11 22:38:24,https://github.com/HolobiomicsLab/Magnolia-AI,,
doublepoints/cv-arxiv-daily,Python,0,2023-05-11 08:04:21,2026-09-11 20:14:50,https://github.com/doublepoints/cv-arxiv-daily,🎓Automatically Update CV Papers Daily using Github Actions (Update Every 12th hours),🎓使用 Github Actions 每天自动更新简历论文（每 12 小时更新一次）
iopwsy/arXiv_cond-mat,Python,3,2025-05-01 21:38:05,2026-09-11 17:35:17,https://github.com/iopwsy/arXiv_cond-mat,利用GitHub Action 与LLM自动更新arXiv凝聚态物理相关论文,Use GitHub Action and LLM to automatically update arXiv condensed matter physics related papers
CYandYue/Auto-Get-Papers-pro,Python,1,2025-03-29 22:51:35,2026-09-11 15:21:57,https://github.com/CYandYue/Auto-Get-Papers-pro,,
awictor/disorder,Python,0,2026-09-11 11:17:54,2026-09-11 11:17:58,https://github.com/awictor/disorder,"Intrinsic protein disorder prediction (FoldIndex + Uversky charge-hydropathy) — pure Python, zero deps",内在蛋白质紊乱预测（FoldIndex + Uversky charge-Hydropath）——纯 Python，零依赖
ZhuYingJessica/cv-daily,Python,47,2024-05-22 10:52:59,2026-09-11 09:36:06,https://github.com/ZhuYingJessica/cv-daily,This is an Arxiv paper collection,这是 Arxiv 论文集
ku-milab/FlexBind,Python,0,2026-09-11 09:16:01,2026-09-11 09:16:40,https://github.com/ku-milab/FlexBind,,
shonyeajin/FlexBind,Python,0,2026-03-16 16:11:48,2026-09-11 09:22:38,https://github.com/shonyeajin/FlexBind,Repo,回购协议
Faridcosmology/Beyond-Geometric-Illusion-Newton-Einstein-Hawking-and-the-Dawn-of-TQTU-Completion-of-Physics-TQTU,,0,2026-09-11 06:37:20,2026-09-11 06:41:45,https://github.com/Faridcosmology/Beyond-Geometric-Illusion-Newton-Einstein-Hawking-and-the-Dawn-of-TQTU-Completion-of-Physics-TQTU,,
zlipel/al_active_dev,Python,0,2026-06-17 19:50:42,2026-09-11 05:40:29,https://github.com/zlipel/al_active_dev,"Closed-loop active-learning pipeline for    disordered protein design — multi-objective BO, GP/MoE surrogate",无序蛋白质设计的闭环主动学习流程——多目标 BO、GP/MoE 替代
tjaglal11/Bayesian-Analysis-of-SAXS-Data,Python,1,2025-10-29 00:25:45,2026-09-11 01:48:01,https://github.com/tjaglal11/Bayesian-Analysis-of-SAXS-Data,All code related to SAXS Analysis and Bayesian Inference,与 SAXS 分析和贝叶斯推理相关的所有代码
KULL-Centre/CALVADOS,Python,98,2022-07-09 19:48:31,2026-09-11 00:47:28,https://github.com/KULL-Centre/CALVADOS,,
cguyeux/deciphering-tuberculosis-with-ai,Python,0,2026-06-03 17:23:14,2026-09-10 23:48:42,https://github.com/cguyeux/deciphering-tuberculosis-with-ai,,
azhwang/silkome_design,Python,0,2026-09-07 13:39:53,2026-09-10 15:41:55,https://github.com/azhwang/silkome_design,,
MaybeBio/pyPaperFlow,Python,8,2026-01-12 23:52:18,2026-09-10 14:38:07,https://github.com/MaybeBio/pyPaperFlow,"An automated literature processing platform for scientific researchers, focusing on Biomedical and Computer fields",面向科研人员的自动化文献处理平台，专注于生物医学和计算机领域
randomrisk/NeuroAI-Daily-Arxiv,Python,6,2024-06-09 12:34:57,2026-09-10 11:10:05,https://github.com/randomrisk/NeuroAI-Daily-Arxiv,Daily arxiv updates on NeuroAI related topics,NeuroAI 相关主题的每日 arxiv 更新
joheras/Lecturas,Jupyter Notebook,20,2019-09-02 22:15:58,2026-09-10 00:26:54,https://github.com/joheras/Lecturas,,
yqhuang722/DailyArxiv,Python,8,2025-01-23 11:16:18,2026-09-10 00:05:54,https://github.com/yqhuang722/DailyArxiv,"A bot that automatically fetches the latest articles from Arxiv, helping users stay updated with new research papers based on customizable keywords or categories. Ideal for researchers and academics tracking cutting-edge developments.",一个自动从 Arxiv 获取最新文章的机器人，帮助用户根据可自定义的关键字或类别随时了解新的研究论文。非常适合跟踪前沿发展的研究人员和学者。
AimerGDiaz/ProteinStructure,Python,0,2026-09-07 20:54:07,2026-09-09 23:46:46,https://github.com/AimerGDiaz/ProteinStructure,"Reproducible structural-analysis workflows for CaMV P6 complexes predicted with AlphaFold 3 and Protenix, including scripts for extracting PAE, PDE, pLDDT and contact-probability metrics and generating per-residue interface plots.",使用 AlphaFold 3 和 Protenix 预测的 CaMV P6 复合物的可重复结构分析工作流程，包括用于提取 PAE、PDE、pLDDT 和接触概率指标以及生成每个残基界面图的脚本。
fleming12/hullrad.github.io,Python,6,2018-04-05 06:08:41,2026-09-09 20:29:32,https://github.com/fleming12/hullrad.github.io,HullRad is an algorithm for calculating hydrodynamic properties of a macromolcule from a structure file.,HullRad 是一种从结构文件计算大分子流体动力学性质的算法。
Akshad04/confidence-predictor,JavaScript,0,2026-08-28 15:37:35,2026-09-09 16:21:03,https://github.com/Akshad04/confidence-predictor,,
khatvangi/idp-mechanism-classifier,Python,0,2026-02-20 08:58:43,2026-09-09 07:01:12,https://github.com/khatvangi/idp-mechanism-classifier,IDP disease mechanism landscape: multi-axis sequence features separate neurodegenerative pathways + mutation vulnerability analysis reveals ESM2 blind spot for gain-of-toxic-function IDR mutations,IDP疾病机制景观：多轴序列具有独立的神经退行性通路+突变脆弱性分析揭示ESM2获得毒性功能IDR突变的盲点
amsapatnekar/Dissertation,Jupyter Notebook,0,2026-05-01 17:42:07,2026-09-09 06:46:38,https://github.com/amsapatnekar/Dissertation,,
flair-bio/disamplify-caid4,Python,0,2026-07-01 19:35:52,2026-09-09 05:40:01,https://github.com/flair-bio/disamplify-caid4,,
eganeganegan/EnsembleQL,C++,1,2026-09-07 21:57:41,2026-09-08 23:30:36,https://github.com/eganeganegan/EnsembleQL,,
emalacs/idp-pharmacophore-tools,Python,0,2026-09-08 20:57:28,2026-09-08 20:58:44,https://github.com/emalacs/idp-pharmacophore-tools,,
shakespearemorton/IDRTools,Python,1,2026-02-03 18:45:29,2026-09-08 18:41:21,https://github.com/shakespearemorton/IDRTools,,
achillesrasquinha/scikit,JavaScript,0,2026-09-06 00:00:09,2026-09-08 11:57:45,https://github.com/achillesrasquinha/scikit,"A unified life science data layer for your AI agents - genomics, proteomics, drug discovery, clinical trials across 300+ databases.",为您的 AI 代理提供统一的生命科学数据层 - 涵盖 300 多个数据库的基因组学、蛋白质组学、药物发现、临床试验。
fwangj/IDPOmega,Python,0,2026-09-08 05:34:12,2026-09-08 07:58:28,https://github.com/fwangj/IDPOmega,,
zeleny-ondrej/STNN-Weekly-Arxiv,Python,20,2024-04-23 19:22:58,2026-09-08 07:51:53,https://github.com/zeleny-ondrej/STNN-Weekly-Arxiv,Scraping repository of the most relevant topics with regards to Spatio-Temporal Neural Networks available in the arXiv archive. The repository and workflow is based on https://github.com/SpikingChen/SNN-Daily-Arxiv.,抓取 arXiv 档案中与时空神经网络最相关的主题的存储库。存储库和工作流程基于 https://github.com/SpikingChen/SNN-Daily-Arxiv。
vuqv/topo,Python,0,2026-02-01 00:54:45,2026-09-08 02:51:15,https://github.com/vuqv/topo,"A unified coarse-grained model for globular and disordered proteins, built on OpenMM.",基于 OpenMM 构建的球状和无序蛋白质的统一粗粒度模型。
eerstar/LLM-Agent-paper-daily,Python,0,2026-02-16 00:43:31,2026-09-07 22:50:53,https://github.com/eerstar/LLM-Agent-paper-daily,,
theneao/CV-SAR-Seg-arxiv-daily,Python,4,2023-06-02 21:04:55,2026-09-07 22:24:34,https://github.com/theneao/CV-SAR-Seg-arxiv-daily,CV领域 个人关注方向 每日arxiv文章更新,[translate failed]
DZRRRRRR/my_arxiv_daily,Python,2,2023-12-18 16:52:43,2026-09-07 22:15:16,https://github.com/DZRRRRRR/my_arxiv_daily,,
cnlinxi/LLM-paper-daily,Python,10,2024-12-06 22:47:02,2026-09-07 22:11:32,https://github.com/cnlinxi/LLM-paper-daily,Automatically Update LLM Papers Daily using Github Actions. Ref: https://github.com/Vincentqyw/cv-arxiv-daily,使用 Github Actions 每日自动更新 LLM 论文。参考：https://github.com/Vincentqyw/cv-arxiv-daily
Xuchen-Li/cv-arxiv-daily,Python,48,2024-02-07 09:44:07,2026-09-07 22:08:22,https://github.com/Xuchen-Li/cv-arxiv-daily,"Automatically update arXiv papers about SOT & VLT,  Multi-modal Learning, LLM and Video Understanding using Github Actions.",使用 Github Actions 自动更新有关 SOT 和 VLT、多模式学习、LLM 和视频理解的 arXiv 论文。
Vincentqyw/cv-arxiv-daily,Python,1499,2021-10-08 22:35:41,2026-09-07 22:06:00,https://github.com/Vincentqyw/cv-arxiv-daily,🎓Automatically Update CV Papers Daily using Github Actions,🎓使用 Github Actions 每天自动更新简历论文
YuzeHao2023/daily-arxiv-ai4bio,Python,19,2026-01-18 21:21:37,2026-09-07 22:05:42,https://github.com/YuzeHao2023/daily-arxiv-ai4bio,🎓Automatically Update AI4Bio Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Bio 论文
YuzeHao2023/daily-arxiv-ai4polymer,Python,5,2026-01-19 18:42:17,2026-09-07 22:02:15,https://github.com/YuzeHao2023/daily-arxiv-ai4polymer,🎓Automatically Update AI4Polymer Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Polymer 论文
YuzeHao2023/daily-arxiv-ai4chem,Python,30,2026-01-18 14:29:07,2026-09-07 22:00:41,https://github.com/YuzeHao2023/daily-arxiv-ai4chem,🎓Automatically Update AI4Chem Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Chem 论文
YuzeHao2023/daily-arxiv-ai4economy,Python,5,2026-01-21 21:14:02,2026-09-07 21:58:46,https://github.com/YuzeHao2023/daily-arxiv-ai4economy,🎓Automatically Update AI4Economy Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Economy 论文
Lyz103/LLM-Agent-Paper-daily,Python,20,2024-08-27 16:15:19,2026-09-07 21:56:44,https://github.com/Lyz103/LLM-Agent-Paper-daily,Automatically Update LLM-Agent Papers Daily using Github Actions (Update Every 12th hours),使用 Github Actions 每天自动更新 LLM-Agent 论文（每 12 小时更新一次）
jiangnan030-del/ai-arxiv-daily,Python,0,2026-03-20 21:06:42,2026-09-07 21:56:10,https://github.com/jiangnan030-del/ai-arxiv-daily,"Auto-track AI/LLM papers daily from arXiv - Large Language Model, AI Agent, RAG, Prompt Engineering, RLHF, Multimodal, Code Generation, Fine-tuning",每天自动跟踪来自 arXiv 的 AI/LLM 论文 - 大型语言模型、AI Agent、RAG、Prompt Engineering、RLHF、Multimodal、代码生成、微调
YuzeHao2023/daily-arxiv-ai4geo,Python,4,2026-01-21 20:31:22,2026-09-07 21:48:42,https://github.com/YuzeHao2023/daily-arxiv-ai4geo,🎓Automatically Update AI4Geo Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Geo 论文
YuzeHao2023/daily-arxiv-ai4physics,Python,15,2026-01-19 15:13:32,2026-09-07 21:43:40,https://github.com/YuzeHao2023/daily-arxiv-ai4physics,🎓Automatically Update AI4Physics Papers Daily using Github Actions,🎓使用 Github Actions 每日自动更新 AI4Physics 论文
malmcajs/Project,Jupyter Notebook,0,2025-12-19 02:26:48,2026-09-07 21:30:25,https://github.com/malmcajs/Project,,
flycat200267/SSG-Kla,Python,0,2026-06-15 19:14:53,2026-09-07 10:58:24,https://github.com/flycat200267/SSG-Kla,,
