fullName,language,stargazersCount,createdAt,pushedAt,url,description,description_zh
origin-labs-ai/transformers-fusion,C++,0,2026-08-10 18:23:25,2026-09-13 23:13:03,https://github.com/origin-labs-ai/transformers-fusion,"Zero-dependency C++20 AI engine built from scratch. No Python. No PyTorch. No HuggingFace. No BLAS. Train, fine-tune, quantize & infer LLMs in a single native .quant binary format with hand-crafted SIMD kernels. 100% C++ power.",从头开始构建的零依赖 C++20 AI 引擎。没有Python。没有 PyTorch。没有拥抱的脸。没有布拉斯。使用手工制作的 SIMD 内核以单一本机 .quant 二进制格式训练、微调、量化和推断 LLM。 100% C++ 能力。
enhansome/enhansome-Awesome-FL,,0,2026-08-12 14:10:23,2026-09-13 22:55:17,https://github.com/enhansome/enhansome-Awesome-FL,,
mpetalcorin/physics-informed-molecular-ml,Jupyter Notebook,0,2026-09-13 09:56:22,2026-09-13 22:13:30,https://github.com/mpetalcorin/physics-informed-molecular-ml,"Physics-informed molecular machine learning for small-molecule drug discovery, integrating quantum-chemistry-inspired features, xTB-to-DFT Δ-learning, protein–ligand affinity prediction, PyTorch modelling, uncertainty quantification, applicability-domain analysis, and production-ready interfaces for xTB, Psi4, PySCF, ORCA, and JAX.",用于小分子药物发现的物理信息分子机器学习，集成了量子化学启发的功能、xTB 到 DFT Δ-学习、蛋白质配体亲和力预测、PyTorch 建模、不确定性量化、适用性域分析以及 xTB、Psi4、PySCF、ORCA 和 JAX 的生产就绪接口。
liu-yi-xuan/arxiv-agent-science-of-science,Python,2,2026-03-22 04:16:41,2026-09-13 21:54:44,https://github.com/liu-yi-xuan/arxiv-agent-science-of-science,This repo is of weekly updates of Arxiv papers that involves intersections of Agent and Science of Science,该存储库每周更新 Arxiv 论文，涉及 Agent 和 Science of Science 的交叉点
benjaminzwhite/reasoning-models,,30,2024-12-24 06:24:53,2026-09-13 21:52:47,https://github.com/benjaminzwhite/reasoning-models,"Experiments with reasoning models, training techniques, papers",推理模型、训练技术、论文的实验
bansky-cl/graphrag-arxiv-daily-paper,Python,42,2026-01-13 16:05:48,2026-09-13 21:17:12,https://github.com/bansky-cl/graphrag-arxiv-daily-paper,,
raahuldatta/DNA-Sequencing-using-Machine-Learning-and-Deep-Learning-Algorithms,Python,1,2026-08-30 20:29:40,2026-09-13 21:03:30,https://github.com/raahuldatta/DNA-Sequencing-using-Machine-Learning-and-Deep-Learning-Algorithms,"DNA Sequence Classification using Machine Learning and Deep Learning Algorithms across Human, Chimpanzee, and Dog genomes.",使用机器学习和深度学习算法对人类、黑猩猩和狗基因组进行 DNA 序列分类。
enhansome/enhansome-computational-biology,,0,2026-08-12 17:15:25,2026-09-13 20:43:39,https://github.com/enhansome/enhansome-computational-biology,,
enhansome/enhansome-jax,,0,2026-08-12 14:05:30,2026-09-13 19:50:58,https://github.com/enhansome/enhansome-jax,,
bitzhangcy/Neural-PDE-Solver,,1122,2022-11-04 22:39:53,2026-09-13 19:15:33,https://github.com/bitzhangcy/Neural-PDE-Solver,,
AIML-SIG/awesome-ai-ml-pharmacometrics,Jupyter Notebook,10,2026-01-10 16:48:10,2026-09-13 18:02:42,https://github.com/AIML-SIG/awesome-ai-ml-pharmacometrics,,
simon-oz/AI-News,,0,2023-07-20 15:20:51,2026-09-13 17:52:56,https://github.com/simon-oz/AI-News,,
mvanhorn/printing-press-library,Go,2006,2026-03-28 08:11:49,2026-09-13 17:41:37,https://github.com/mvanhorn/printing-press-library,"Official library of CLIs generated by the CLI Printing Press. Endorsed, tested, and community-contributed.",由 CLI Printing Press 生成的 CLI 官方库。经过认可、测试并由社区贡献。
Devanik21/Artificial-Intelligence-ecosystem,Python,4,2026-02-11 11:56:48,2026-09-13 17:18:08,https://github.com/Devanik21/Artificial-Intelligence-ecosystem,"Structured ecosystem of 190+ AI systems spanning foundation models, agentic reasoning, reinforcement learning, generative architectures, scientific ML, and self-evolving neural systems. A research-driven lab exploring scalable intelligence.",由 190 多个人工智能系统组成的结构化生态系统，涵盖基础模型、代理推理、强化学习、生成架构、科学机器学习和自我进化神经系统。一个研究驱动的实验室，探索可扩展的智能。
guozhihuan01-hash/embodied-nav-papers,Python,2,2025-12-21 17:34:45,2026-09-13 17:17:06,https://github.com/guozhihuan01-hash/embodied-nav-papers,Auto-updated list of embodied navigation papers from arXiv (2024–Now),自动更新的 arXiv 体现导航论文列表（2024 年至今）
enhansome/enhansome-agentic-world-modeling,,0,2026-08-12 16:28:49,2026-09-13 16:23:14,https://github.com/enhansome/enhansome-agentic-world-modeling,,
yoonalimsuwan/REAL-FOLD-ONE,Python,1,2026-05-17 13:11:30,2026-09-13 16:20:34,https://github.com/yoonalimsuwan/REAL-FOLD-ONE,"SUPPORT FOR PROTEIN (Multimer) , DNA , DNA Origami , RNA  , LIGANDS AND HTS (and their complexes) / All Elements (Inorganic materials) , (Alloys) , (Crystals) / Full-atom With Langevin MD , CH 3D With ThinFilm 3D , PFC 3D  : 6th-Order & Higher Operators / to EDA , QEDA Application Together STANDARD ONE for Qubit Architectures",支持蛋白质（多聚体）、DNA、DNA Origami、RNA、配体和 HTS（及其复合物）/所有元素（无机材料）、（合金）、（晶体）/全原子 与 Langevin MD 、CH 3D 与 ThinFilm 3D 、PFC 3D ：六阶及更高运算符/一起用于 EDA 、QEDA 应用量子位架构的标准一
yenanjing/awesome-ai-for-science,Python,7,2026-03-30 15:03:07,2026-09-13 16:17:52,https://github.com/yenanjing/awesome-ai-for-science,"A curated list of awesome projects using AI to automate scientific research — AI Scientist, autonomous research agents, paper writing, hypothesis generation, and more.",使用人工智能实现科学研究自动化的精彩项目的精选列表——人工智能科学家、自主研究代理、论文写作、假设生成等等。
zhangxincode/Steering-Activation-Paper-Arxiv,Python,0,2026-09-04 16:12:18,2026-09-13 16:07:51,https://github.com/zhangxincode/Steering-Activation-Paper-Arxiv,"A daily arXiv collector for papers about steering activations and internal representations in LLMs, VLMs, diffusion language models, multimodal foundation models, and related language-model systems.",每日 arXiv 收集器，收集有关 LLM、VLM、扩散语言模型、多模态基础模型和相关语言模型系统中的转向激活和内部表示的论文。
ai4s-research/awesome-ai-for-science,,1955,2025-10-04 17:32:39,2026-09-13 15:51:48,https://github.com/ai4s-research/awesome-ai-for-science,"A curated list of awesome AI tools, libraries, papers, datasets, and frameworks that accelerate scientific discovery — from physics and chemistry to biology, materials, and beyond.",精选的人工智能工具、库、论文、数据集和框架列表，可加速科学发现——从物理和化学到生物学、材料等。
cuihuan/awesome-ai-gateway,HTML,109,2026-06-11 20:44:01,2026-09-13 15:31:57,https://github.com/cuihuan/awesome-ai-gateway,"⚡ Awesome AI Gateway — pick an AI gateway from 160+ (LiteLLM, OpenRouter, Portkey, Kong, Higress, new-api, Bifrost) by cost, security & compliance, see what consolidated in 2026, learn how they actually work from an 8-chapter handbook, and verify every number yourself. Reproducible benchmarks, bilingual, updated daily.",⚡ 很棒的 AI 网关 - 根据成本、安全性和合规性从 160 多个（LiteLLM、OpenRouter、Portkey、Kong、Higress、new-api、Bifrost）中选择一个 AI 网关，查看 2026 年合并的内容，从 8 章手册中了解它们的实际工作原理，并亲自验证每个数字。可重复的基准，双语，每日更新。
enhansome/enhansome-single-cell,,0,2026-08-12 13:24:16,2026-09-13 14:49:00,https://github.com/enhansome/enhansome-single-cell,,
exopoiesis/arxiv-radar-electrochemistry,Python,1,2026-05-07 01:46:31,2026-09-13 14:08:17,https://github.com/exopoiesis/arxiv-radar-electrochemistry,"Daily-curated electrochemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views. ",来自 arXiv 的每日精选电化学相关论文，包含摘要、规范标签和生成的页面视图。
enhansome/enhansome-ai-gateway,,0,2026-08-12 18:05:38,2026-09-13 13:21:42,https://github.com/enhansome/enhansome-ai-gateway,,
saforem2/awesome-stars,,24,2021-08-08 22:32:16,2026-09-13 13:15:17,https://github.com/saforem2/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
enhansome/enhansome-edge-computing,,0,2026-08-12 15:49:39,2026-09-13 13:15:11,https://github.com/enhansome/enhansome-edge-computing,,
liuzhenqi77/awesome-stars,,25,2019-09-26 23:03:52,2026-09-13 13:14:53,https://github.com/liuzhenqi77/awesome-stars,A curated list of my GitHub stars by stargazed,由 stargazed 整理的我的 GitHub 明星列表
DIPTE/awesome-stars,,31,2023-08-31 09:07:36,2026-09-13 13:09:43,https://github.com/DIPTE/awesome-stars,,
asakura42/my-stars,,1,2023-10-03 06:33:54,2026-09-13 13:05:03,https://github.com/asakura42/my-stars,,
Blake-Jiang/ad-arxiv-daily,Python,57,2025-02-22 00:38:02,2026-09-13 12:36:16,https://github.com/Blake-Jiang/ad-arxiv-daily,Daily tracking and organizing the latest arXiv papers in the field of autonomous driving (AD),每日跟踪整理自动驾驶（AD）领域最新的arXiv论文
enhansome/enhansome-ai-for-science,,0,2026-08-12 14:18:48,2026-09-13 12:35:43,https://github.com/enhansome/enhansome-ai-for-science,,
tansugangopadhyay/tansugangopadhyay,,0,2025-11-14 01:53:49,2026-09-13 12:08:03,https://github.com/tansugangopadhyay/tansugangopadhyay,,
ttylerzh/robotics_paper_daily,Python,3,2026-06-11 15:25:59,2026-09-13 11:56:59,https://github.com/ttylerzh/robotics_paper_daily,"Customized version of ""cold-young/robotics_paper_daily""",《cold-young/robotics_paper_daily》定制版
iszhanjiawei/dubbing-dubber-arxiv-daily,Python,0,2026-02-04 18:29:41,2026-09-13 11:46:13,https://github.com/iszhanjiawei/dubbing-dubber-arxiv-daily,,
exopoiesis/arxiv-radar-chemistry,Python,1,2026-05-03 22:55:49,2026-09-13 11:44:36,https://github.com/exopoiesis/arxiv-radar-chemistry,"Daily-curated chemistry-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选化学相关论文，包含摘要、规范标签和生成的页面视图。
Xatta-Trone/awesome-qc,JavaScript,3,2025-02-17 13:15:03,2026-09-13 11:40:21,https://github.com/Xatta-Trone/awesome-qc,"A curated collection of QC (Quantum Computing) resources—libraries, projects, tutorials, papers, and more—for researchers and developers in the field.",为该领域的研究人员和开发人员精心挑选的 QC（量子计算）资源库、项目、教程、论文等。
mr4tt/zotbot,Python,10,2023-11-30 09:59:32,2026-09-13 11:29:39,https://github.com/mr4tt/zotbot,links!!!! lots of links. uploading my zotero library to github,链接！！！！很多链接。将我的 zotero 库上传到 github
iszhanjiawei/TTS_arxiv_daily,Python,3,2025-07-29 11:13:56,2026-09-13 11:18:56,https://github.com/iszhanjiawei/TTS_arxiv_daily,,
u107207006/ID-Lottery-Global-Manifesto,HTML,0,2026-02-22 00:11:26,2026-09-13 10:52:57,https://github.com/u107207006/ID-Lottery-Global-Manifesto,2026 Global Governance Diagnosis & Social Detox Project by Hsu Tsuan-Jung.,2026 年全球治理诊断与社会排毒项目，作者：Hsu Tsuan-Jung。
AI-in-Transportation-Lab/awesome-mechanistic-interpretability,JavaScript,154,2025-06-12 01:06:59,2026-09-13 10:44:04,https://github.com/AI-in-Transportation-Lab/awesome-mechanistic-interpretability,"A carefully curated collection of high-quality libraries, projects, tutorials, research papers, and other essential resources focused on Mechanistic Interpretability, a growing subfield in machine learning interpretability research that aims to reverse-engineer neural networks into understandable computational components.",精心策划的高质量库、项目、教程、研究论文和其他重要资源的集合，重点关注机械可解释性，这是机器学习可解释性研究中不断发展的子领域，旨在将神经网络逆向工程为可理解的计算组件。
wangqiannudt/nerf-arxiv-daily,Python,211,2023-09-07 08:53:41,2026-09-13 10:42:20,https://github.com/wangqiannudt/nerf-arxiv-daily,daily update NeRF releated paper on arxiv,arxiv 上每日更新 NeRF 相关论文
exopoiesis/arxiv-radar-polymer,Python,0,2026-05-04 03:29:07,2026-09-13 10:35:42,https://github.com/exopoiesis/arxiv-radar-polymer,"Daily-curated polymer-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选聚合物相关论文，包含摘要、规范标签和生成的页面视图。
exopoiesis/arxiv-radar-physics,Python,1,2026-05-06 17:13:35,2026-09-13 10:27:36,https://github.com/exopoiesis/arxiv-radar-physics,"Daily-curated physics-relevant papers from arXiv with abstracts, canonical tags, and generated Pages views.",来自 arXiv 的每日精选物理相关论文，包含摘要、规范标签和生成的页面视图。
souravbasakshuvo/souravbasakshuvo,,1,2023-05-23 04:32:52,2026-09-13 10:26:44,https://github.com/souravbasakshuvo/souravbasakshuvo,"GitHub repository serving as my digital CV. Here you can find a showcase of my technical skills, projects, and academic achievements.",GitHub 存储库作为我的数字简历。在这里您可以找到我的技术技能、项目和学术成就的展示。
emiljinx-core/emiljinx-core,HTML,1,2026-02-04 23:17:44,2026-09-13 13:39:24,https://github.com/emiljinx-core/emiljinx-core,,
iszhanjiawei/flow_matching_arxiv_daily,Python,106,2025-07-08 18:20:28,2026-09-13 10:15:44,https://github.com/iszhanjiawei/flow_matching_arxiv_daily,,
dvlan26/daily-arxiv-ai4sensor,Python,2,2026-02-01 09:49:39,2026-09-13 09:46:07,https://github.com/dvlan26/daily-arxiv-ai4sensor,🎓Automatically Update AI4Sensor Papers Daily using Github Actions,🎓使用 Github Actions 每天自动更新 AI4Sensor 论文
Azam-Shi/PPBS-DL-Fundation-Models,,0,2026-08-14 01:00:53,2026-09-13 09:41:30,https://github.com/Azam-Shi/PPBS-DL-Fundation-Models,"A curated collection of deep learning, protein language model, and foundation-model papers, code, datasets, and resources for protein--protein binding-site prediction.",用于蛋白质-蛋白质结合位点预测的深度学习、蛋白质语言模型和基础模型论文、代码、数据集和资源的精选集合。
utensil/awesome-stars,,34,2019-02-21 20:56:56,2026-09-13 09:27:22,https://github.com/utensil/awesome-stars,A curated list of my GitHub stars!,我的 GitHub 明星精选列表！
enhansome/enhansome-Awesome-Knowledge-Distillation,,0,2026-08-12 13:46:42,2026-09-13 09:25:34,https://github.com/enhansome/enhansome-Awesome-Knowledge-Distillation,,
Cosmos-Logic-Institute-CLI/Infinite-Virtual,,2,2026-01-27 05:50:34,2026-09-13 09:23:00,https://github.com/Cosmos-Logic-Institute-CLI/Infinite-Virtual,Boundaries between virtual and reality are non-existent,虚拟与现实之间不存在界限
PathologyFMs/PathologyFMs.github.io,JavaScript,0,2026-09-05 12:28:19,2026-09-13 09:17:43,https://github.com/PathologyFMs/PathologyFMs.github.io,"A curated catalog of pathology foundation models for computational pathology; tile & slide vision encoders, vision-language, multimodal & generative models, with papers, code & benchmarks.",计算病理学病理学基础模型的精选目录；平铺和滑动视觉编码器、视觉语言、多模式和生成模型，以及论文、代码和基准。
dibalokechanda/PFMs,JavaScript,0,2026-08-08 18:49:49,2026-09-13 09:17:35,https://github.com/dibalokechanda/PFMs,"A curated catalog of pathology foundation models for computational pathology; tile & slide vision encoders, vision-language, multimodal & generative models, with papers, code & benchmarks.",计算病理学病理学基础模型的精选目录；平铺和滑动视觉编码器、视觉语言、多模式和生成模型，以及论文、代码和基准。
enhansome/enhansome-agi-cocosci,,0,2026-08-12 16:10:58,2026-09-13 08:10:05,https://github.com/enhansome/enhansome-agi-cocosci,,
natemurthy/world-models,,6,2026-08-09 15:32:20,2026-09-13 04:19:45,https://github.com/natemurthy/world-models,A public study and examination of world models in applied AI research engineering,对应用人工智能研究工程中的世界模型的公开研究和检验
abdullah9sa/ctai,Python,0,2026-09-13 01:45:07,2026-09-13 03:10:31,https://github.com/abdullah9sa/ctai,Organ-Specific Biological Aging Intelligence Platform based on SomaScan plasma proteomics & OrganAge models.,基于 SomaScan 血浆蛋白质组学和 OrganAge 模型的器官特异性生物衰老智能平台。
chenin-wang/awesome_ai_paper,Python,64,2024-06-17 19:05:19,2026-09-13 02:08:30,https://github.com/chenin-wang/awesome_ai_paper,,
Yasser1098/Chronotrajectory-aging,Python,0,2026-09-13 02:04:22,2026-09-13 02:05:03,https://github.com/Yasser1098/Chronotrajectory-aging,,
hussius/deeplearning-biology,,2156,2016-06-02 04:44:31,2026-09-13 01:43:41,https://github.com/hussius/deeplearning-biology,A list of deep learning implementations in biology,生物学中的深度学习实现列表
naraya-1/variant-disagreement-atlas,Jupyter Notebook,0,2026-06-18 05:40:47,2026-09-13 01:40:37,https://github.com/naraya-1/variant-disagreement-atlas,,
Gabriel-QIN/Awesome_AI4Plant,TeX,1,2026-03-05 13:43:56,2026-09-13 00:15:10,https://github.com/Gabriel-QIN/Awesome_AI4Plant,An up-to-date collection of research and review papers on AI-based methods in plant science,关于植物科学中基于人工智能的方法的最新研究和评论论文集
Jianqiuer/Awesome6DPoseEstimation,Python,321,2023-02-21 16:18:39,2026-09-12 23:11:24,https://github.com/Jianqiuer/Awesome6DPoseEstimation,,
NehaAr/neha.github.io,,1,2025-10-22 21:47:10,2026-09-12 22:54:26,https://github.com/NehaAr/neha.github.io,My Resume,我的简历
AspirinCode/awesome-AI4MolConformation-MD,,306,2024-04-10 13:19:13,2026-09-12 20:43:56,https://github.com/AspirinCode/awesome-AI4MolConformation-MD,"List of molecules (small molecules, RNA, peptide, protein, enzymes, antibody,  and PPIs)  conformations and molecular dynamics (force fields) using generative artificial intelligence and deep learning",使用生成人工智能和深度学习的分子（小分子、RNA、肽、蛋白质、酶、抗体和 PPI）构象和分子动力学（力场）列表
AspirinCode/papers-for-molecular-design-using-DL,,952,2023-02-28 15:08:10,2026-09-12 20:34:57,https://github.com/AspirinCode/papers-for-molecular-design-using-DL,List of Molecular and Material design using Generative AI and Deep Learning ,使用生成式人工智能和深度学习的分子和材料设计列表
Runtime-Slayers/.github,,0,2026-09-12 18:53:42,2026-09-12 20:01:22,https://github.com/Runtime-Slayers/.github,,
AnirudhRao-24/abCAN-DRUGS-,Python,0,2026-09-12 17:09:34,2026-09-12 18:10:12,https://github.com/AnirudhRao-24/abCAN-DRUGS-,,
Agrolinking-Solutions/Agrolinking-Intelligence,Python,0,2026-05-21 15:04:53,2026-09-12 18:01:09,https://github.com/Agrolinking-Solutions/Agrolinking-Intelligence,,
Mochimo-mo/ProteinFlux,Python,11,2026-04-23 20:54:17,2026-09-12 17:11:46,https://github.com/Mochimo-mo/ProteinFlux,,
AI4Phys/Awesome-AI-for-Physics,,70,2025-08-01 16:19:12,2026-09-12 16:53:33,https://github.com/AI4Phys/Awesome-AI-for-Physics,"Official implementation for the paper ""Aligning Perception, Reasoning, Modeling and Interaction: A Survey on Physical AI""",论文“调整感知、推理、建模和交互：物理人工智能调查”的正式实施
enhansome/enhansome-structural-bioinformatics,,0,2026-08-12 18:01:52,2026-09-12 16:34:38,https://github.com/enhansome/enhansome-structural-bioinformatics,,
tigerowo/awesome-gpt-image-2-prompts,,62,2026-06-30 14:05:39,2026-09-12 16:03:13,https://github.com/tigerowo/awesome-gpt-image-2-prompts,"Curated GPT-Image-2 prompts fot the Openai API：image examples across portraits, posters, UI mockups, character sheets, and community experiments.",Openai API 的精选 GPT-Image-2 提示：肖像、海报、UI 模型、角色表和社区实验的图像示例。
mohanapriya2107/FoodVision-AI,Jupyter Notebook,0,2026-09-11 20:47:04,2026-09-12 15:47:05,https://github.com/mohanapriya2107/FoodVision-AI,,
Nanboy-Ronan/awesome-medical-imaging-agents,Python,51,2025-11-13 03:22:06,2026-09-12 15:13:06,https://github.com/Nanboy-Ronan/awesome-medical-imaging-agents,"Awesome list for medical imaging agents: radiology agents, pathology agents, segmentation agents, medical VLM agents, self-evolving agents, benchmarks, datasets, tools, and papers.",医学成像代理的精彩列表：放射学代理、病理学代理、分割代理、医学 VLM 代理、自我进化代理、基准、数据集、工具和论文。
yibie/awesome-autoresearch,Python,740,2026-03-31 20:49:49,2026-09-12 15:12:05,https://github.com/yibie/awesome-autoresearch,awesome autoresearch list,很棒的自动研究清单
sachncs/pjepa,Python,0,2026-07-13 02:33:09,2026-09-12 15:10:57,https://github.com/sachncs/pjepa,Persistent-JEPA: a persistent graph world model for continual developmental learning.,Persistent-JEPA：用于持续发展学习的持久图形世界模型。
jxucoder/Awesome-Tabular-Foundation-Models,,11,2025-12-24 13:55:17,2026-09-12 14:18:39,https://github.com/jxucoder/Awesome-Tabular-Foundation-Models,"A curated list of resources, papers, and code for Tabular Foundation Models (TFMs), also known as Large Tabular Models (LTMs).",表格基础模型 (TFM)（也称为大型表格模型 (LTM)）的资源、论文和代码的精选列表。
pstAmbition/DailyArXiv_Multimodal,Python,19,2025-05-15 12:54:26,2026-09-12 13:28:56,https://github.com/pstAmbition/DailyArXiv_Multimodal,Daily ArXiv Papers.,每日 ArXiv 论文。
AlpTartici/inversefolddir,Python,0,2026-09-12 12:28:20,2026-09-12 12:28:51,https://github.com/AlpTartici/inversefolddir,,
Yale-BIDS-Chen-Lab/AI-Scientists-Health,,0,2026-04-18 15:11:50,2026-09-12 10:54:50,https://github.com/Yale-BIDS-Chen-Lab/AI-Scientists-Health,,
pileofflapjacks1/grok_phase_solver,Python,0,2026-07-11 01:45:17,2026-09-12 10:16:34,https://github.com/pileofflapjacks1/grok_phase_solver,"AI-driven general solver for the X-ray crystallography phase problem: physics baselines (Patterson, direct methods, CF/HIO), MIR/MAD/MR hybrids, PhAI integration",AI 驱动的 X 射线晶体学相位问题通用求解器：物理基线（Patterson、直接法、CF/HIO）、MIR/MAD/MR 混合、PhAI 集成
